Sport,Season,Rank,Team,W,L
WSB,2008-09,1,Florida,63,5
WSB,2008-09,2,Alabama,54,11
WSB,2008-09,3,Washington,51,12
WSB,2008-09,4,UCLA,45,11
WSB,2008-09,5,Georgia,47,12
WSB,2008-09,6,Michigan,47,12
WSB,2008-09,7,Arizona,46,17
WSB,2008-09,8,Oklahoma,41,16
WSB,2008-09,9,Missouri,50,12
WSB,2008-09,10,Arizona St.,47,19
WSB,2008-09,11,Stanford,48,11
WSB,2008-09,12,Tennessee,40,18
WSB,2008-09,13,Ohio St.,47,11
WSB,2008-09,14,Georgia Tech,46,15
WSB,2008-09,15,Louisville,48,11
WSB,2008-09,16,LSU,34,18
WSB,2008-09,17,Florida St.,44,16
WSB,2008-09,18,DePaul,39,14
WSB,2008-09,19,Northwestern,31,15
WSB,2008-09,20,North Carolina,47,13
WSB,2008-09,21,Kentucky,34,23
WSB,2008-09,22,California,38,20
WSB,2008-09,23,Notre Dame,43,17
WSB,2008-09,24,Massachusetts,41,10
WSB,2008-09,25,La.-Lafayette,45,13
WSB,2008-09,26,Fla. Gulf Coast,47,9
WSB,2008-09,27,Texas,40,20
WSB,2008-09,28,Cal Poly,41,12
WSB,2008-09,29,Baylor,40,22
WSB,2008-09,30,Iowa,42,16
WSB,2008-09,31,Jacksonville St.,43,16
WSB,2008-09,32,Auburn,30,29
WSB,2008-09,33,Illinois,29,17
WSB,2008-09,34,Texas A&M,32,22
WSB,2008-09,35,Fresno St.,38,20
WSB,2008-09,36,Nebraska,35,19
WSB,2008-09,37,Mississippi,23,29
WSB,2008-09,38,Arkansas,27,29
WSB,2008-09,39,Cal St. Fullerton,30,21
WSB,2008-09,40,Oklahoma St.,36,22
WSB,2008-09,41,Mississippi St.,28,28
WSB,2008-09,42,SIU Edwardsville,40,10
WSB,2008-09,43,Nevada,40,19
WSB,2008-09,44,East Carolina,40,15
WSB,2008-09,45,Long Beach St.,35,21
WSB,2008-09,46,Tulsa,40,17
WSB,2008-09,47,Purdue,31,20
WSB,2008-09,48,Mercer,40,19
WSB,2008-09,49,South Fla.,34,22
WSB,2008-09,50,BYU,40,18
