Sport,Season,Rank,Team,W,L
WSB,2017-18,1,Florida St.,58,12
WSB,2017-18,2,Oregon,53,10
WSB,2017-18,3,UCLA,58,7
WSB,2017-18,4,Oklahoma,57,5
WSB,2017-18,5,Washington,52,10
WSB,2017-18,6,Florida,56,11
WSB,2017-18,7,Arizona St.,48,13
WSB,2017-18,8,Georgia,48,13
WSB,2017-18,9,South Carolina,49,17
WSB,2017-18,10,Tennessee,48,14
WSB,2017-18,11,LSU,45,17
WSB,2017-18,12,Arizona,43,16
WSB,2017-18,13,Kentucky,35,21
WSB,2017-18,14,Texas A&M,44,18
WSB,2017-18,15,Alabama,36,20
WSB,2017-18,16,Baylor,38,18
WSB,2017-18,17,Arkansas,42,17
WSB,2017-18,18,Hofstra,41,14
WSB,2017-18,19,Louisiana,41,16
WSB,2017-18,20,Auburn,41,17
WSB,2017-18,21,Mississippi St.,38,23
WSB,2017-18,22,Long Beach St.,43,14
WSB,2017-18,23,Minnesota,41,17
WSB,2017-18,24,James Madison,43,14
WSB,2017-18,25,Ohio St.,36,16
WSB,2017-18,26,Missouri,30,29
WSB,2017-18,27,Oregon St.,30,28
WSB,2017-18,28,Texas St.,43,16
WSB,2017-18,29,Liberty,49,14
WSB,2017-18,30,Oklahoma St.,39,22
WSB,2017-18,31,Drake,45,12
WSB,2017-18,32,California,35,21
WSB,2017-18,33,Wichita St.,32,23
WSB,2017-18,34,Michigan,44,13
WSB,2017-18,35,Ole Miss,32,25
WSB,2017-18,36,Northwestern,38,19
WSB,2017-18,37,Texas,33,26
WSB,2017-18,38,Notre Dame,34,23
WSB,2017-18,39,FGCU,39,17
WSB,2017-18,40,Houston,37,22
WSB,2017-18,41,McNeese,41,21
WSB,2017-18,42,Cal St. Fullerton,35,25
WSB,2017-18,43,Kennesaw St.,39,17
WSB,2017-18,44,Louisville,33,20
WSB,2017-18,45,Nebraska,31,23
WSB,2017-18,46,South Fla.,39,23
WSB,2017-18,47,North Dakota St.,34,19
WSB,2017-18,48,Pittsburgh,33,18
WSB,2017-18,49,Tulsa,34,25
WSB,2017-18,50,Ohio,40,17
WSB,2017-18,51,BYU,36,22
WSB,2017-18,52,Wisconsin,29,23
WSB,2017-18,53,UNCG,46,13
WSB,2017-18,54,Lipscomb,33,17
WSB,2017-18,55,San Jose St.,32,17
WSB,2017-18,56,Boston College,30,23
WSB,2017-18,57,Longwood,38,16
WSB,2017-18,58,FIU,30,25
WSB,2017-18,59,Massachusetts,35,14
WSB,2017-18,60,Utah,20,30
WSB,2017-18,61,USC Upstate,35,19
WSB,2017-18,62,DePaul,35,17
WSB,2017-18,63,Loyola Marymount,34,24
WSB,2017-18,64,UCF,34,22
WSB,2017-18,65,Georgia St.,31,24
WSB,2017-18,66,Illinois,37,18
WSB,2017-18,67,Eastern Ky.,45,21
WSB,2017-18,68,South Alabama,29,27
WSB,2017-18,69,North Carolina,30,26
WSB,2017-18,70,Boise St.,40,16
WSB,2017-18,71,Jacksonville St.,35,25
WSB,2017-18,72,Texas Tech,31,28
WSB,2017-18,73,Radford,36,19
WSB,2017-18,74,Southeast Mo. St.,33,20
WSB,2017-18,75,Iowa St.,23,33
