Sport,Season,Rank,Team,W,L
WSB,2007-08,1,Florida,70,5
WSB,2007-08,2,Alabama,58,8
WSB,2007-08,3,UCLA,51,9
WSB,2007-08,4,Arizona St.,66,5
WSB,2007-08,5,Texas A&M,57,10
WSB,2007-08,6,Michigan,52,8
WSB,2007-08,7,Arizona,41,19
WSB,2007-08,8,Tennessee,50,16
WSB,2007-08,9,LSU,44,18
WSB,2007-08,10,Northwestern,40,16
WSB,2007-08,11,Houston,54,11
WSB,2007-08,12,Oklahoma,47,14
WSB,2007-08,13,Stanford,49,15
WSB,2007-08,14,Georgia,46,24
WSB,2007-08,15,La.-Lafayette,52,15
WSB,2007-08,16,Virginia Tech,49,19
WSB,2007-08,17,Fresno St.,54,13
WSB,2007-08,18,North Carolina,50,12
WSB,2007-08,19,DePaul,51,18
WSB,2007-08,20,Long Beach St.,40,17
WSB,2007-08,21,California,43,27
WSB,2007-08,22,Mississippi St.,41,22
WSB,2007-08,23,Auburn,38,22
WSB,2007-08,24,Missouri,47,17
WSB,2007-08,25,Massachusetts,42,13
WSB,2007-08,26,San Diego St.,44,17
WSB,2007-08,27,UCF,49,20
WSB,2007-08,28,Nevada,44,18
WSB,2007-08,29,Hofstra,45,13
WSB,2007-08,30,Iowa,42,20
WSB,2007-08,31,South Fla.,44,20
WSB,2007-08,32,Washington,30,25
WSB,2007-08,33,Florida St.,38,28
WSB,2007-08,34,Kent St.,46,12
WSB,2007-08,35,Hawaii,40,21
WSB,2007-08,36,Creighton,43,17
WSB,2007-08,37,Arkansas,37,29
WSB,2007-08,38,Mississippi,26,28
WSB,2007-08,39,Texas,29,23
WSB,2007-08,40,Fla. Gulf Coast,48,16
WSB,2007-08,41,BYU,44,20
WSB,2007-08,42,Notre Dame,38,22
WSB,2007-08,43,Oregon,35,29
WSB,2007-08,44,East Carolina,37,30
WSB,2007-08,45,Kansas,37,19
WSB,2007-08,46,Georgia Tech,32,31
WSB,2007-08,47,Jacksonville St.,40,16
WSB,2007-08,48,South Carolina,21,26
WSB,2007-08,49,Illinois,30,32
WSB,2007-08,50,Purdue,35,23
WSB,2007-08,51,Maryland,36,23
WSB,2007-08,52,Long Island,34,17
WSB,2007-08,53,Louisville,31,23
WSB,2007-08,54,Illinois St.,28,20
WSB,2007-08,55,Tulsa,34,25
WSB,2007-08,56,Kennesaw St.,36,17
WSB,2007-08,57,Winthrop,36,19
WSB,2007-08,58,North Carolina St.,31,27
WSB,2007-08,59,Ohio St.,33,23
WSB,2007-08,60,Cal St. Fullerton,27,28
WSB,2007-08,61,Penn St.,34,22
WSB,2007-08,62,Radford,46,15
WSB,2007-08,63,Baylor,23,22
WSB,2007-08,64,Campbell,42,25
WSB,2007-08,65,Stetson,43,24
WSB,2007-08,66,James Madison,32,22
WSB,2007-08,67,Oregon St.,28,31
WSB,2007-08,68,Minnesota,29,16
WSB,2007-08,69,Colorado St.,29,22
WSB,2007-08,70,Fla. Atlantic,35,26
WSB,2007-08,71,North Fla.,39,24
WSB,2007-08,72,Texas St.,35,18
WSB,2007-08,73,Nebraska,25,28
WSB,2007-08,74,New Mexico,25,26
WSB,2007-08,75,Drake,29,26
WSB,2007-08,76,S.C. Upstate,34,15
WSB,2007-08,77,Georgia St.,37,18
WSB,2007-08,78,Marshall,26,29
WSB,2007-08,79,UC Santa Barbara,30,24
WSB,2007-08,80,Oklahoma St.,26,25
WSB,2007-08,81,Pittsburgh,31,25
WSB,2007-08,82,Longwood,27,18
WSB,2007-08,83,Chattanooga,41,22
WSB,2007-08,84,Missouri St.,28,22
WSB,2007-08,85,Kentucky,17,37
WSB,2007-08,86,UTEP,30,24
WSB,2007-08,87,Troy,33,23
WSB,2007-08,88,Sacramento St.,32,21
WSB,2007-08,89,Cal Poly,24,22
WSB,2007-08,90,North Dakota St.,37,17
WSB,2007-08,91,Florida Int'l,29,34
WSB,2007-08,92,UNLV,25,40
WSB,2007-08,93,Louisiana Tech,37,29
WSB,2007-08,94,Iowa St.,29,29
WSB,2007-08,95,Texas Tech,23,36
WSB,2007-08,96,Utah,28,27
WSB,2007-08,97,Wichita St.,33,28
WSB,2007-08,98,Cornell,40,10
WSB,2007-08,99,Southern Miss.,25,30
WSB,2007-08,100,Canisius,39,14
WSB,2007-08,101,Boston College,32,31
WSB,2007-08,102,Michigan St.,27,29
WSB,2007-08,103,Towson,37,26
WSB,2007-08,104,Connecticut,28,22
WSB,2007-08,105,Western Ky.,28,30
WSB,2007-08,106,Albany (N.Y.),34,17
WSB,2007-08,107,Cal St. Northridge,23,24
WSB,2007-08,108,Lipscomb,29,26
WSB,2007-08,109,Tennessee Tech,32,30
WSB,2007-08,110,Southern Ill.,30,24
WSB,2007-08,111,Morehead St.,34,16
WSB,2007-08,112,New Mexico St.,26,36
WSB,2007-08,113,Princeton,25,24
WSB,2007-08,113,UAB,24,35
WSB,2007-08,115,Charlotte,35,31
WSB,2007-08,116,Evansville,25,21
WSB,2007-08,117,East Tenn. St.,30,33
WSB,2007-08,118,Pacific,25,34
WSB,2007-08,119,Valparaiso,30,19
WSB,2007-08,120,Drexel,27,20
WSB,2007-08,121,Nicholls St.,31,28
WSB,2007-08,122,Providence,25,25
WSB,2007-08,123,St. Mary's (Cal.),27,26
WSB,2007-08,124,North Texas,27,33
WSB,2007-08,125,UTSA,25,25
WSB,2007-08,126,Portland St.,31,27
WSB,2007-08,127,Central Mich.,25,20
WSB,2007-08,128,Wright St.,33,26
WSB,2007-08,129,Mercer,32,27
WSB,2007-08,130,Western Mich.,20,18
WSB,2007-08,131,Loyola (Ill.),22,25
WSB,2007-08,132,Cleveland St.,31,18
WSB,2007-08,133,Loyola Marymount,38,18
WSB,2007-08,134,UC Davis,24,36
WSB,2007-08,135,Lehigh,39,17
WSB,2007-08,136,Miami (Ohio),23,27
WSB,2007-08,137,Memphis,25,30
WSB,2007-08,138,Ball St.,36,32
WSB,2007-08,139,Villanova,21,29
WSB,2007-08,140,Robert Morris,30,20
WSB,2007-08,141,Penn,26,20
WSB,2007-08,142,Boston U.,29,23
WSB,2007-08,143,Eastern Ky.,28,22
WSB,2007-08,144,San Jose St.,26,35
WSB,2007-08,145,UNC Greensboro,23,33
WSB,2007-08,146,Texas-Arlington,27,22
WSB,2007-08,147,Rutgers,23,32
WSB,2007-08,148,Fordham,36,30
WSB,2007-08,149,Middle Tenn.,22,31
WSB,2007-08,150,Col. of Charleston,33,33
WSB,2007-08,151,Indiana,16,35
WSB,2007-08,152,South Ala.,22,31
WSB,2007-08,153,Bowling Green,19,24
WSB,2007-08,154,Ohio,29,26
WSB,2007-08,155,Stephen F. Austin,36,25
WSB,2007-08,156,St. Bonaventure,20,25
WSB,2007-08,157,UNI,20,28
WSB,2007-08,158,Ill.-Chicago,24,33
WSB,2007-08,159,Bradley,12,27
WSB,2007-08,160,Jacksonville,21,39
WSB,2007-08,161,Wisconsin,15,40
WSB,2007-08,162,Syracuse,21,32
WSB,2007-08,163,Virginia,15,39
WSB,2007-08,164,Samford,25,29
WSB,2007-08,165,Tenn.-Martin,28,27
WSB,2007-08,166,Gardner-Webb,22,35
WSB,2007-08,167,Eastern Ill.,20,26
WSB,2007-08,168,Delaware,22,26
WSB,2007-08,169,Ga. Southern,37,30
WSB,2007-08,170,La.-Monroe,22,37
WSB,2007-08,171,Elon,26,27
WSB,2007-08,172,Stony Brook,33,23
WSB,2007-08,173,Harvard,25,22
WSB,2007-08,174,Centenary (La.),34,26
WSB,2007-08,175,Liberty,20,40
WSB,2007-08,176,St. John's (N.Y.),20,35
WSB,2007-08,177,Sam Houston St.,30,31
WSB,2007-08,178,Southeastern La.,27,25
WSB,2007-08,179,UMBC,25,29
WSB,2007-08,180,Niagara,27,21
WSB,2007-08,181,Seton Hall,20,33
WSB,2007-08,182,Southeast Mo. St.,24,28
WSB,2007-08,183,Wagner,27,22
WSB,2007-08,184,McNeese St.,23,36
WSB,2007-08,185,Birmingham-So.,32,28
WSB,2007-08,186,St. Joseph's,19,23
WSB,2007-08,187,Eastern Mich.,15,30
WSB,2007-08,188,Sacred Heart,23,25
WSB,2007-08,189,La Salle,22,24
WSB,2007-08,190,Northern Ill.,13,30
WSB,2007-08,191,St. Francis (Pa.),24,34
