Sport,Season,Rank,Team,W,L
WSB,2013-14,1,Florida,55,12
WSB,2013-14,2,Alabama,53,13
WSB,2013-14,3,Oregon,56,9
WSB,2013-14,4,Georgia,49,15
WSB,2013-14,5,UCLA,52,8
WSB,2013-14,6,Oklahoma,51,13
WSB,2013-14,7,La.-Lafayette,49,10
WSB,2013-14,8,Florida St.,55,9
WSB,2013-14,9,Baylor,49,16
WSB,2013-14,10,Kentucky,50,19
WSB,2013-14,11,Michigan,47,15
WSB,2013-14,12,Tennessee,46,12
WSB,2013-14,13,Arizona St.,46,12
WSB,2013-14,14,Arizona,44,16
WSB,2013-14,15,Washington,37,15
WSB,2013-14,16,Missouri,43,18
WSB,2013-14,17,Minnesota,44,12
WSB,2013-14,18,Auburn,42,19
WSB,2013-14,19,LSU,38,24
WSB,2013-14,20,South Ala.,42,14
WSB,2013-14,21,Nebraska,44,18
WSB,2013-14,22,Texas A&M,37,22
WSB,2013-14,23,Tulsa,53,9
WSB,2013-14,24,James Madison,45,15
WSB,2013-14,25,Notre Dame,41,13
WSB,2013-14,26,Texas,35,23
WSB,2013-14,27,DePaul,44,11
WSB,2013-14,28,UCF,43,18
WSB,2013-14,29,USC Upstate,46,9
WSB,2013-14,30,South Fla.,43,17
WSB,2013-14,31,North Carolina St.,36,18
WSB,2013-14,32,Wisconsin,36,20
WSB,2013-14,33,Lipscomb,41,15
WSB,2013-14,34,South Carolina,36,22
WSB,2013-14,35,Stetson,39,14
WSB,2013-14,36,Mississippi St.,39,21
WSB,2013-14,37,Kansas,34,23
WSB,2013-14,38,Hofstra,34,15
WSB,2013-14,39,Northwestern,35,18
WSB,2013-14,40,UAB,32,27
WSB,2013-14,41,North Dakota St.,36,18
WSB,2013-14,42,Mercer,37,19
WSB,2013-14,43,San Diego St.,40,19
WSB,2013-14,44,Long Beach St.,39,19
WSB,2013-14,45,Virginia Tech,36,23
WSB,2013-14,46,McNeese St.,40,17
WSB,2013-14,47,Houston,33,23
WSB,2013-14,48,Louisville,36,22
WSB,2013-14,49,Stanford,30,25
WSB,2013-14,50,Col. of Charleston,40,16
WSB,2013-14,51,FIU,33,20
WSB,2013-14,52,Texas Tech,35,19
WSB,2013-14,53,Cal St. Fullerton,33,21
WSB,2013-14,54,IPFW,40,15
WSB,2013-14,55,Coastal Caro.,41,15
WSB,2013-14,56,UC Santa Barbara,34,20
WSB,2013-14,57,Fordham,36,20
WSB,2013-14,58,Oklahoma St.,26,28
WSB,2013-14,59,Fresno St.,31,21
WSB,2013-14,60,Ga. Southern,35,21
WSB,2013-14,61,Longwood,40,16
WSB,2013-14,62,Illinois St.,25,28
WSB,2013-14,63,Utah,31,24
WSB,2013-14,64,Georgia St.,30,26
WSB,2013-14,65,Illinois,24,26
WSB,2013-14,66,Ohio St.,30,25
WSB,2013-14,67,California,23,29
WSB,2013-14,68,Kent St.,25,20
WSB,2013-14,69,Omaha,33,16
WSB,2013-14,70,Cal Poly,33,19
WSB,2013-14,71,BYU,34,23
WSB,2013-14,72,Chattanooga,34,21
