Sport,Season,Rank,Team,W,L
WSB,2020-21,1,UCLA,41,4
WSB,2020-21,2,Alabama,45,7
WSB,2020-21,3,Florida,42,9
WSB,2020-21,4,Oklahoma,45,2
WSB,2020-21,5,Oklahoma State,42,9
WSB,2020-21,6,LSU,32,19
WSB,2020-21,7,Arkansas,40,9
WSB,2020-21,8,Tennessee,41,13
WSB,2020-21,9,Florida State,39,10
WSB,2020-21,10,Arizona,36,13
WSB,2020-21,11,Texas,39,11
WSB,2020-21,12,Missouri,38,15
WSB,2020-21,13,Arizona State,32,14
WSB,2020-21,14,Duke,42,10
WSB,2020-21,15,Oregon,37,15
WSB,2020-21,16,Washington,41,11
WSB,2020-21,17,Kentucky,39,13
WSB,2020-21,18,Georgia,29,21
WSB,2020-21,19,Liberty,42,13
WSB,2020-21,20,Clemson,42,6
WSB,2020-21,21,Virginia Tech,33,13
WSB,2020-21,22,Louisiana,44,10
WSB,2020-21,23,Delaware,25,9
WSB,2020-21,24,Wichita State,39,11
WSB,2020-21,25,Auburn,27,22
WSB,2020-21,26,Notre Dame,31,13
WSB,2020-21,27,Ole Miss,34,20
WSB,2020-21,28,Villanova,36,13
WSB,2020-21,29,Mississippi State,33,23
WSB,2020-21,30,James Madison,34,1
WSB,2020-21,31,Michigan,36,6
WSB,2020-21,32,George Washington,37,9
WSB,2020-21,33,UCF,39,17
WSB,2020-21,34,Texas State,38,12
WSB,2020-21,35,Iowa State,32,21
WSB,2020-21,36,"Miami, Ohio",46,8
WSB,2020-21,37,South Dakota State,42,6
WSB,2020-21,38,South Alabama,30,19
WSB,2020-21,39,Stanford,31,20
WSB,2020-21,40,Texas A&M,31,21
WSB,2020-21,41,Princeton,1,2
WSB,2020-21,42,Baylor,27,21
WSB,2020-21,43,Boston University,36,2
WSB,2020-21,44,Saint Francis (PA),40,8
WSB,2020-21,45,Southern Illinois,37,14
WSB,2020-21,46,Fresno State,36,10
WSB,2020-21,47,Western Kentucky,31,13
WSB,2020-21,48,South Carolina,26,26
WSB,2020-21,49,Troy,36,15
WSB,2020-21,50,Minnesota,29,11
WSB,2020-21,51,Drexel,29,12
WSB,2020-21,52,UMBC,25,11
WSB,2020-21,53,DePaul,25,11
WSB,2020-21,54,Oregon State,20,26
WSB,2020-21,55,Northern Iowa,31,18
WSB,2020-21,56,Kennesaw State,26,25
WSB,2020-21,57,Kansas,22,26
WSB,2020-21,58,Illinois State,31,10
WSB,2020-21,59,UAB,31,19
WSB,2020-21,60,Southeast Missouri State,30,17
WSB,2020-21,61,Northwestern,29,15
WSB,2020-21,62,Charlotte,31,19
WSB,2020-21,63,Eastern Kentucky,35,15
WSB,2020-21,64,Iona,22,12
WSB,2020-21,65,Hofstra,16,16
WSB,2020-21,66,South Florida,29,17
WSB,2020-21,67,BYU,36,15
WSB,2020-21,68,Manhattan,22,14
WSB,2020-21,69,Canisius,22,14
WSB,2020-21,70,Utah,22,33
WSB,2020-21,71,Monmouth,25,9
WSB,2020-21,72,Long Island,27,9
WSB,2020-21,73,Louisville,21,28
WSB,2020-21,74,North Texas,38,12
WSB,2020-21,75,UNLV,25,15
WSB,2020-21,76,Cal State Fullerton,38,15
WSB,2020-21,77,Marist,15,12
WSB,2020-21,78,Fairfield,22,14
WSB,2020-21,79,Texas Tech,21,26
WSB,2020-21,80,Central Arkansas,35,19
WSB,2020-21,81,McNeese,34,24
WSB,2020-21,82,Long Beach State,30,9
WSB,2020-21,83,Ball State,37,18
WSB,2020-21,84,Georgia Tech,20,26
WSB,2020-21,85,Stony Brook,27,16
WSB,2020-21,86,San Diego State,28,16
WSB,2020-21,87,NC State,26,25
WSB,2020-21,88,Syracuse,20,24
WSB,2020-21,89,California,17,20
WSB,2020-21,90,Stephen F. Austin,35,12
WSB,2020-21,91,Missouri State,26,17
WSB,2020-21,92,Pennsylvania,5,5
WSB,2020-21,93,Austin Peay,27,16
WSB,2020-21,94,UNC Greensboro,34,15
WSB,2020-21,95,Florida Gulf Coast,28,19
WSB,2020-21,96,Tulsa,25,16
WSB,2020-21,97,Iowa,26,18
WSB,2020-21,98,Loyola Marymount,22,21
WSB,2020-21,99,Central Connecticut,23,15
WSB,2020-21,100,Middle Tennessee,26,22
WSB,2020-21,101,Youngstown State,36,15
WSB,2020-21,102,Detroit Mercy,2,2
WSB,2020-21,103,Illinois,24,20
WSB,2020-21,104,Illinois-Chicago,29,21
WSB,2020-21,105,Fordham,37,10
WSB,2020-21,106,New Mexico State,31,21
WSB,2020-21,107,Campbell,27,17
WSB,2020-21,108,Army,16,17
WSB,2020-21,109,Appalachian State,27,19
WSB,2020-21,110,Indiana,25,19
WSB,2020-21,111,Colorado State,16,20
WSB,2020-21,112,Connecticut,22,20
WSB,2020-21,113,Seattle,29,19
WSB,2020-21,114,Elon,18,21
