Sport,Season,Rank,Team,W,L
WSB,2009-10,1,Alabama,52,11
WSB,2009-10,2,Washington,50,9
WSB,2009-10,3,UCLA,50,11
WSB,2009-10,4,Arizona,52,14
WSB,2009-10,5,Michigan,49,8
WSB,2009-10,6,Florida,49,10
WSB,2009-10,7,Oklahoma,47,12
WSB,2009-10,8,Missouri,51,13
WSB,2009-10,9,Georgia,50,13
WSB,2009-10,10,Georgia Tech,51,11
WSB,2009-10,11,Hawaii,50,16
WSB,2009-10,12,Tennessee,49,15
WSB,2009-10,13,LSU,45,16
WSB,2009-10,14,Texas,43,15
WSB,2009-10,15,California,44,19
WSB,2009-10,16,Arizona St.,44,17
WSB,2009-10,17,Texas A&M,44,16
WSB,2009-10,18,Oklahoma St.,44,16
WSB,2009-10,19,Illinois,45,8
WSB,2009-10,20,Stanford,37,19
WSB,2009-10,21,Oregon,36,21
WSB,2009-10,22,Florida St.,44,18
WSB,2009-10,23,DePaul,39,18
WSB,2009-10,24,La.-Lafayette,45,18
WSB,2009-10,25,North Carolina,42,20
WSB,2009-10,26,Massachusetts,42,10
WSB,2009-10,27,Fordham,49,12
WSB,2009-10,28,San Diego St.,34,16
WSB,2009-10,29,Hofstra,45,12
WSB,2009-10,30,Ohio St.,39,14
WSB,2009-10,31,BYU,46,13
WSB,2009-10,32,Virginia,34,23
WSB,2009-10,33,Louisville,41,19
WSB,2009-10,34,East Carolina,44,18
WSB,2009-10,35,Notre Dame,47,12
WSB,2009-10,36,Lipscomb,50,13
WSB,2009-10,37,Kentucky,32,27
WSB,2009-10,38,Auburn,31,26
WSB,2009-10,39,UCF,36,23
WSB,2009-10,40,Radford,38,17
WSB,2009-10,41,Fresno St.,41,21
WSB,2009-10,42,FIU,38,21
WSB,2009-10,43,UAB,37,22
WSB,2009-10,44,Texas Tech,38,18
WSB,2009-10,45,Illinois St.,32,20
WSB,2009-10,46,Maryland,34,24
WSB,2009-10,47,Long Island,39,18
WSB,2009-10,48,Arkansas,28,29
WSB,2009-10,49,Mississippi St.,26,29
WSB,2009-10,50,Houston,30,24
WSB,2009-10,51,UNLV,33,20
WSB,2009-10,52,Southern Ill.,38,20
WSB,2009-10,53,Nebraska,30,29
