Sport,Season,Rank,Team,W,L
WSB,2011-12,1,Alabama,60,8
WSB,2011-12,2,California,58,7
WSB,2011-12,3,Arizona St.,53,11
WSB,2011-12,4,Oklahoma,54,10
WSB,2011-12,5,Tennessee,52,14
WSB,2011-12,6,Oregon,45,18
WSB,2011-12,7,Florida,48,13
WSB,2011-12,8,Texas,47,13
WSB,2011-12,9,La.-Lafayette,53,6
WSB,2011-12,10,Texas A&M,41,18
WSB,2011-12,11,Arizona,38,19
WSB,2011-12,12,Louisville,55,5
WSB,2011-12,13,Georgia,45,17
WSB,2011-12,14,Missouri,47,14
WSB,2011-12,15,South Fla.,50,14
WSB,2011-12,16,UCLA,36,20
WSB,2011-12,17,LSU,40,25
WSB,2011-12,18,Washington,39,19
WSB,2011-12,19,Florida St.,47,16
WSB,2011-12,20,Stanford,40,19
WSB,2011-12,21,Michigan,42,17
WSB,2011-12,22,Syracuse,43,16
WSB,2011-12,23,Hawaii,44,9
WSB,2011-12,24,Oregon St.,36,23
WSB,2011-12,25,Georgia Tech,37,23
WSB,2011-12,26,DePaul,36,22
WSB,2011-12,27,Texas Tech,41,17
WSB,2011-12,28,North Carolina,43,15
WSB,2011-12,29,Notre Dame,40,16
WSB,2011-12,30,Virginia Tech,42,21
WSB,2011-12,31,Tulsa,42,14
WSB,2011-12,32,BYU,45,15
WSB,2011-12,33,Auburn,33,23
WSB,2011-12,34,Kentucky,30,30
WSB,2011-12,35,Mississippi St.,33,24
WSB,2011-12,36,South Ala.,41,17
WSB,2011-12,37,Massachusetts,38,13
WSB,2011-12,38,Oklahoma St.,25,26
WSB,2011-12,39,Baylor,34,22
WSB,2011-12,40,Hofstra,42,15
WSB,2011-12,41,San Diego St.,32,24
WSB,2011-12,42,Arkansas,29,28
WSB,2011-12,43,Texas St.,39,17
WSB,2011-12,44,UAB,37,22
WSB,2011-12,45,UCF,39,19
WSB,2011-12,46,Houston,35,24
WSB,2011-12,47,Boston U.,41,16
WSB,2011-12,48,Illinois St.,37,23
WSB,2011-12,49,Northwestern,29,29
WSB,2011-12,50,Kansas,31,20
WSB,2011-12,51,Ga. Southern,42,20
WSB,2011-12,52,Maryland,34,22
WSB,2011-12,53,Wisconsin,34,19
WSB,2011-12,54,Miami (OH),41,20
WSB,2011-12,55,Marshall,36,21
WSB,2011-12,56,Radford,34,21
WSB,2011-12,57,Boise St.,34,20
WSB,2011-12,58,Purdue,31,22
WSB,2011-12,59,Illinois,27,26
WSB,2011-12,60,Fresno St.,36,23
WSB,2011-12,61,Virginia,26,25
WSB,2011-12,62,Chattanooga,39,16
WSB,2011-12,63,FIU,28,27
WSB,2011-12,64,Nebraska,33,22
WSB,2011-12,65,Troy,31,24
WSB,2011-12,66,Pittsburgh,26,26
WSB,2011-12,67,Ball St.,40,15
WSB,2011-12,68,Minnesota,31,22
WSB,2011-12,69,Lipscomb,35,20
WSB,2011-12,70,Rutgers,26,28
WSB,2011-12,71,UNI,38,16
WSB,2011-12,72,Utah,28,28
WSB,2011-12,73,North Dakota St.,38,22
WSB,2011-12,74,Fla. Gulf Coast,38,24
WSB,2011-12,75,Kennesaw St.,33,24
WSB,2011-12,76,Georgia St.,38,18
WSB,2011-12,77,Southern Ill.,36,20
WSB,2011-12,78,IPFW,45,14
WSB,2011-12,79,Western Ky.,33,25
WSB,2011-12,80,Iowa,27,26
WSB,2011-12,81,Jacksonville,31,25
WSB,2011-12,82,S.C. Upstate,39,13
WSB,2011-12,83,Valparaiso,42,19
WSB,2011-12,84,North Texas,28,26
WSB,2011-12,85,Albany (NY),36,14
WSB,2011-12,86,East Carolina,25,28
WSB,2011-12,87,Stony Brook,36,17
WSB,2011-12,88,North Florida,27,28
WSB,2011-12,89,Ohio St.,31,23
WSB,2011-12,90,Indiana,30,25
WSB,2011-12,91,Coastal Caro.,44,20
WSB,2011-12,92,Ole Miss,22,32
WSB,2011-12,93,Fordham,32,26
WSB,2011-12,94,Connecticut,21,27
WSB,2011-12,95,Harvard,35,15
WSB,2011-12,96,Pacific,34,20
WSB,2011-12,97,North Carolina St.,23,31
WSB,2011-12,98,San Jose St.,28,28
WSB,2011-12,99,South Carolina,23,32
WSB,2011-12,100,New Mexico,27,25
WSB,2011-12,101,Colorado St.,29,22
WSB,2011-12,102,Bowling Green,36,22
WSB,2011-12,103,Penn St.,18,32
WSB,2011-12,104,Boston College,23,30
WSB,2011-12,105,UC Santa Barbara,30,28
WSB,2011-12,106,UNLV,22,27
WSB,2011-12,107,McNeese St.,34,21
WSB,2011-12,108,Long Beach St.,29,25
WSB,2011-12,109,Longwood,29,26
WSB,2011-12,110,New Mexico St.,24,29
WSB,2011-12,111,Sam Houston St.,29,21
WSB,2011-12,112,Col. of Charleston,37,23
WSB,2011-12,113,UT Martin,39,22
WSB,2011-12,114,St. John's (NY),23,34
WSB,2011-12,115,Western Mich.,28,25
WSB,2011-12,116,Robert Morris,35,22
WSB,2011-12,117,Quinnipiac,32,18
WSB,2011-12,118,Charleston So.,33,26
WSB,2011-12,119,Loyola Marymount,32,21
WSB,2011-12,120,Central Mich.,30,27
WSB,2011-12,121,Portland St.,28,25
WSB,2011-12,122,San Diego,26,19
WSB,2011-12,123,Iowa St.,14,39
WSB,2011-12,124,LIU Brooklyn,25,35
WSB,2011-12,125,Murray St.,34,21
WSB,2011-12,126,Lehigh,40,19
WSB,2011-12,127,Stetson,26,22
WSB,2011-12,128,Loyola Chicago,26,23
WSB,2011-12,129,Kent St.,27,30
WSB,2011-12,130,Central Conn. St.,31,19
WSB,2011-12,131,La.-Monroe,25,26
WSB,2011-12,132,Sacramento St.,27,19
WSB,2011-12,133,UC Davis,24,28
WSB,2011-12,134,Temple,27,22
WSB,2011-12,135,Creighton,28,25
WSB,2011-12,136,Villanova,32,24
WSB,2011-12,137,Mercer,24,28
WSB,2011-12,138,Central Ark.,36,22
WSB,2011-12,139,Jacksonville St.,28,28
WSB,2011-12,140,Penn,33,17
WSB,2011-12,141,Missouri St.,25,26
WSB,2011-12,142,Southern Utah,29,25
WSB,2011-12,142,Nevada,21,36
WSB,2011-12,144,Ohio,28,29
WSB,2011-12,145,Middle Tenn.,16,33
WSB,2011-12,146,A&M-Corpus Christi,18,23
WSB,2011-12,147,Mississippi Val.,34,19
WSB,2011-12,148,Memphis,20,37
WSB,2011-12,149,Monmouth,24,20
WSB,2011-12,150,UMKC,27,30
WSB,2011-12,151,Charlotte,29,26
WSB,2011-12,152,Bradley,21,30
WSB,2011-12,153,James Madison,30,26
WSB,2011-12,154,St. Mary's (CA),26,23
WSB,2011-12,155,Louisiana Tech,25,33
WSB,2011-12,156,Fla. Atlantic,15,39
WSB,2011-12,157,Gardner-Webb,28,28
WSB,2011-12,158,Iona,35,26
WSB,2011-12,159,Eastern Ky.,27,30
WSB,2011-12,160,Youngstown St.,29,21
WSB,2011-12,161,Drake,29,28
WSB,2011-12,162,Binghamton,22,29
WSB,2011-12,163,Tennessee Tech,27,32
WSB,2011-12,164,Eastern Ill.,28,26
WSB,2011-12,165,SIU Edwardsville,25,29
WSB,2011-12,166,Butler,25,32
WSB,2011-12,167,Eastern Mich.,21,34
WSB,2011-12,168,UTSA,24,28
WSB,2011-12,169,Seton Hall,21,32
WSB,2011-12,170,Army,37,21
